"FEATURE,N,8,0","IDINCENDIO,N,10,5","NUMPARTE,N,12,5","FECHA,C,4","CMUNICIPIO,N,5,0","MUNICIPIO,C,100","FECHAEXTIN,C,10","SUPFOREST,N,19,2","SUPQUEMADA,N,19,2","SUPDIBUJO,N,19,2","GEOM_AREA,N,19,2","GEOM_PERI,N,19,2","BEGINLIFE,C,10"
30200036,0,2018310042,2018,50,Baztan,03/04/2018,16.5,16.5,20.55,205510.75,2424.89,01/01/2020
30200036,0,0,2018,202,Peralta / Azkoien,06/08/2018,0,9.3,9.31,93105.22,1607.8,01/01/2020
30200036,0,0,2018,692,Sierra de Aralar,08/10/2018,4.7,4.7,5.07,50735.64,1407.24,01/01/2020
30200036,0,0,2018,608,Facería 108,16/05/2018,10.6,0,10.35,103455.23,2840.48,01/01/2020
30200036,0,0,2018,181,Navascués / Nabaskoze,16/08/2018,0.13,0.13,0.15,1509.56,167.56,01/01/2020
30200036,0,0,2018,57,Buñuel,18/07/2018,0.25,0.25,0.27,2727.12,379.58,01/01/2020
30200036,0,2018310053,2018,50,Baztan,19/04/2018,6.2,6.2,6.2,61992.32,1181.41,01/01/2020
30200036,0,2018310051,2018,104,Falces,18/04/2018,5.4,5.4,5.48,54841.63,1194.81,01/01/2020
30200036,0,2018310056,2018,50,Baztan,21/04/2018,6.1,6.1,6.1,61022.56,1231.05,01/01/2020
30200036,0,0,2018,183,Obanos,21/07/2018,2.01,4.41,4.84,48368.43,1386.4,01/01/2020
30200036,0,0,2018,50,Baztan,22/11/2018,10,10,10.05,100479.29,1784.2,01/01/2020
30200036,0,0,2018,523,Monte Común de las Améscoas,23/09/2018,0.43,0.43,0.39,3939.24,276.69,01/01/2020
30200036,0,0,2018,104,Falces,26/06/2018,0.8,2.6,2.63,26345.23,811.53,01/01/2020
30200036,0,0,2018,15,Andosilla,26/10/2018,0.04,0.04,0.03,299.71,64.34,01/01/2020
30200036,0,0,2018,153,Lesaka,27/12/2018,7,7,7.52,75165.47,1453.83,01/01/2020
30200036,0,0,2018,29,Los Arcos,28/07/2018,0.25,6.5,6.97,69704.48,1571.19,01/01/2020
30200036,0,0,2018,50,Baztan,01/10/2018,7.7,7.7,7.69,76877.51,1527.37,01/01/2020
30200036,0,2013310000,2013,50,Baztan,17/04/2013,68.39,68.39,68.39,683914.8,3394.52,01/01/2020
30200036,0,2018310048,2018,50,Baztan,06/04/2018,3.6,3.6,3.62,36209.04,1047.29,01/01/2020
30200036,0,2018310047,2018,36,Arróniz,06/04/2018,2.67,2.67,2.54,25390.75,1045.83,01/01/2020
30200036,0,2015310074,2015,67,Carcastillo,08/04/2015,1,1,1.04,10438.38,526.37,01/01/2020
