service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                                                                                                                                                                                                                                       
2022-12-252022-12-30139111,1,1,1,1,1,1,1,20221225,20221230                                                                                                                                                                                                                                                                                                    
2023-01-012023-01-10139111,1,1,1,1,1,1,1,20230101,20230110                                                                                                                                                                                                                                                                                                    
2023-01-112023-01-22139111,1,1,1,1,1,1,1,20230111,20230122                                                                                                                                                                                                                                                                                                    
2022-12-132023-01-29139421,1,1,1,1,1,1,1,20221213,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132023-01-29139441,1,1,1,1,1,1,1,20221213,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-23139461,1,1,1,1,1,1,1,20221213,20221223                                                                                                                                                                                                                                                                                                    
2022-12-252022-12-30139461,1,1,1,1,1,1,1,20221225,20221230                                                                                                                                                                                                                                                                                                    
2023-01-012023-01-29139461,1,1,1,1,1,1,1,20230101,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132023-01-29139531,1,1,1,1,1,1,1,20221213,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132023-01-29139551,1,1,1,1,1,1,1,20221213,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132023-01-29139571,1,1,1,1,1,1,1,20221213,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-25140031,1,1,1,1,1,1,1,20221213,20221225                                                                                                                                                                                                                                                                                                    
2023-01-092023-01-29140031,1,1,1,1,1,1,1,20230109,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-29140032,1,1,1,1,1,1,1,20221213,20221229                                                                                                                                                                                                                                                                                                    
2022-12-302022-12-30140032,1,1,1,1,1,1,1,20221230,20221230                                                                                                                                                                                                                                                                                                    
2022-12-312023-01-04140032,1,1,1,1,1,1,1,20221231,20230104                                                                                                                                                                                                                                                                                                    
2023-01-052023-01-05140032,1,1,1,1,1,1,1,20230105,20230105                                                                                                                                                                                                                                                                                                    
2023-01-062023-01-29140032,1,1,1,1,1,1,1,20230106,20230129                                                                                                                                                                                                                                                                                                    
2022-12-172023-01-01140141,1,1,1,1,1,1,1,20221217,20230101                                                                                                                                                                                                                                                                                                    
2023-01-022023-01-08140141,1,1,1,1,1,1,1,20230102,20230108                                                                                                                                                                                                                                                                                                    
2023-01-092023-03-12140141,1,1,1,1,1,1,1,20230109,20230312                                                                                                                                                                                                                                                                                                    
2023-03-132023-03-19140141,1,1,1,1,1,1,1,20230313,20230319                                                                                                                                                                                                                                                                                                    
2023-03-202023-04-02140141,1,1,1,1,1,1,1,20230320,20230402                                                                                                                                                                                                                                                                                                    
2023-04-032023-04-09140141,1,1,1,1,1,1,1,20230403,20230409                                                                                                                                                                                                                                                                                                    
2023-04-102023-04-16140141,1,1,1,1,1,1,1,20230410,20230416                                                                                                                                                                                                                                                                                                    
2023-04-172023-04-30140141,1,1,1,1,1,1,1,20230417,20230430                                                                                                                                                                                                                                                                                                    
2023-05-012023-05-07140141,1,1,1,1,1,1,1,20230501,20230507                                                                                                                                                                                                                                                                                                    
2023-05-082023-06-10140141,1,1,1,1,1,1,1,20230508,20230610                                                                                                                                                                                                                                                                                                    
2022-12-132023-03-12140161,1,1,1,1,1,1,1,20221213,20230312                                                                                                                                                                                                                                                                                                    
2023-03-132023-03-19140161,1,1,1,1,1,1,1,20230313,20230319                                                                                                                                                                                                                                                                                                    
2023-03-202023-06-12140161,1,1,1,1,1,1,1,20230320,20230612                                                                                                                                                                                                                                                                                                    
2022-12-132023-01-01140181,1,1,1,1,1,1,1,20221213,20230101                                                                                                                                                                                                                                                                                                    
2023-01-022023-01-08140181,1,1,1,1,1,1,1,20230102,20230108                                                                                                                                                                                                                                                                                                    
2023-01-092023-04-02140181,1,1,1,1,1,1,1,20230109,20230402                                                                                                                                                                                                                                                                                                    
2023-04-032023-04-09140181,1,1,1,1,1,1,1,20230403,20230409                                                                                                                                                                                                                                                                                                    
2023-04-102023-04-16140181,1,1,1,1,1,1,1,20230410,20230416                                                                                                                                                                                                                                                                                                    
2023-04-172023-04-30140181,1,1,1,1,1,1,1,20230417,20230430                                                                                                                                                                                                                                                                                                    
2023-05-012023-05-07140181,1,1,1,1,1,1,1,20230501,20230507                                                                                                                                                                                                                                                                                                    
2023-05-082023-06-12140181,1,1,1,1,1,1,1,20230508,20230612                                                                                                                                                                                                                                                                                                    
2022-12-132023-06-10140201,1,1,1,1,1,1,1,20221213,20230610                                                                                                                                                                                                                                                                                                    
2022-12-132023-06-10140221,1,1,1,1,1,1,1,20221213,20230610                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-25141091,1,1,1,1,1,1,1,20221213,20221225                                                                                                                                                                                                                                                                                                    
2023-01-092023-01-29141091,1,1,1,1,1,1,1,20230109,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-19141231,1,1,1,1,1,1,1,20221213,20221219                                                                                                                                                                                                                                                                                                    
2022-12-202022-12-23141231,1,1,1,1,1,1,1,20221220,20221223                                                                                                                                                                                                                                                                                                    
2023-01-092023-01-29141231,1,1,1,1,1,1,1,20230109,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-19141232,1,1,1,1,1,1,1,20221213,20221219                                                                                                                                                                                                                                                                                                    
2022-12-202023-01-29141232,1,1,1,1,1,1,1,20221220,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-19141233,1,1,1,1,1,1,1,20221213,20221219                                                                                                                                                                                                                                                                                                    
2022-12-202022-12-25141233,1,1,1,1,1,1,1,20221220,20221225                                                                                                                                                                                                                                                                                                    
2022-12-262022-12-30141233,1,1,1,1,1,1,1,20221226,20221230                                                                                                                                                                                                                                                                                                    
2022-12-312023-01-01141233,1,1,1,1,1,1,1,20221231,20230101                                                                                                                                                                                                                                                                                                    
2023-01-022023-01-06141233,1,1,1,1,1,1,1,20230102,20230106                                                                                                                                                                                                                                                                                                    
2023-01-072023-01-29141233,1,1,1,1,1,1,1,20230107,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-19141234,1,1,1,1,1,1,1,20221213,20221219                                                                                                                                                                                                                                                                                                    
2022-12-202023-01-29141234,1,1,1,1,1,1,1,20221220,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-19142021,1,1,1,1,1,1,1,20221213,20221219                                                                                                                                                                                                                                                                                                    
2022-12-202022-12-25142021,1,1,1,1,1,1,1,20221220,20221225                                                                                                                                                                                                                                                                                                    
2023-01-092023-01-29142021,1,1,1,1,1,1,1,20230109,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-19142022,1,1,1,1,1,1,1,20221213,20221219                                                                                                                                                                                                                                                                                                    
2022-12-202022-12-23142022,1,1,1,1,1,1,1,20221220,20221223                                                                                                                                                                                                                                                                                                    
2022-12-242022-12-24142022,1,1,1,1,1,1,1,20221224,20221224                                                                                                                                                                                                                                                                                                    
2022-12-252022-12-25142022,1,1,1,1,1,1,1,20221225,20221225                                                                                                                                                                                                                                                                                                    
2022-12-262022-12-30142022,1,1,1,1,1,1,1,20221226,20221230                                                                                                                                                                                                                                                                                                    
2022-12-312022-12-31142022,1,1,1,1,1,1,1,20221231,20221231                                                                                                                                                                                                                                                                                                    
2023-01-012023-01-01142022,1,1,1,1,1,1,1,20230101,20230101                                                                                                                                                                                                                                                                                                    
2023-01-022023-01-06142022,1,1,1,1,1,1,1,20230102,20230106                                                                                                                                                                                                                                                                                                    
2023-01-072023-01-07142022,1,1,1,1,1,1,1,20230107,20230107                                                                                                                                                                                                                                                                                                    
2023-01-082023-01-08142022,1,1,1,1,1,1,1,20230108,20230108                                                                                                                                                                                                                                                                                                    
2023-01-092023-01-13142022,1,1,1,1,1,1,1,20230109,20230113                                                                                                                                                                                                                                                                                                    
2023-01-142023-01-14142022,1,1,1,1,1,1,1,20230114,20230114                                                                                                                                                                                                                                                                                                    
2023-01-152023-01-15142022,1,1,1,1,1,1,1,20230115,20230115                                                                                                                                                                                                                                                                                                    
2023-01-162023-01-20142022,1,1,1,1,1,1,1,20230116,20230120                                                                                                                                                                                                                                                                                                    
2023-01-212023-01-21142022,1,1,1,1,1,1,1,20230121,20230121                                                                                                                                                                                                                                                                                                    
2023-01-222023-01-22142022,1,1,1,1,1,1,1,20230122,20230122                                                                                                                                                                                                                                                                                                    
2023-01-232023-01-27142022,1,1,1,1,1,1,1,20230123,20230127                                                                                                                                                                                                                                                                                                    
2023-01-282023-01-28142022,1,1,1,1,1,1,1,20230128,20230128                                                                                                                                                                                                                                                                                                    
2023-01-292023-01-29142022,1,1,1,1,1,1,1,20230129,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-19142023,1,1,1,1,1,1,1,20221213,20221219                                                                                                                                                                                                                                                                                                    
2022-12-202022-12-23142023,1,1,1,1,1,1,1,20221220,20221223                                                                                                                                                                                                                                                                                                    
2022-12-242022-12-24142023,1,1,1,1,1,1,1,20221224,20221224                                                                                                                                                                                                                                                                                                    
2022-12-252022-12-25142023,1,1,1,1,1,1,1,20221225,20221225                                                                                                                                                                                                                                                                                                    
2022-12-262022-12-26142023,1,1,1,1,1,1,1,20221226,20221226                                                                                                                                                                                                                                                                                                    
2022-12-272022-12-27142023,1,1,1,1,1,1,1,20221227,20221227                                                                                                                                                                                                                                                                                                    
2022-12-282022-12-28142023,1,1,1,1,1,1,1,20221228,20221228                                                                                                                                                                                                                                                                                                    
2022-12-292022-12-29142023,1,1,1,1,1,1,1,20221229,20221229                                                                                                                                                                                                                                                                                                    
2022-12-302022-12-30142023,1,1,1,1,1,1,1,20221230,20221230                                                                                                                                                                                                                                                                                                    
2022-12-312022-12-31142023,1,1,1,1,1,1,1,20221231,20221231                                                                                                                                                                                                                                                                                                    
2023-01-012023-01-01142023,1,1,1,1,1,1,1,20230101,20230101                                                                                                                                                                                                                                                                                                    
2023-01-022023-01-02142023,1,1,1,1,1,1,1,20230102,20230102                                                                                                                                                                                                                                                                                                    
2023-01-032023-01-03142023,1,1,1,1,1,1,1,20230103,20230103                                                                                                                                                                                                                                                                                                    
2023-01-042023-01-04142023,1,1,1,1,1,1,1,20230104,20230104                                                                                                                                                                                                                                                                                                    
2023-01-052023-01-05142023,1,1,1,1,1,1,1,20230105,20230105                                                                                                                                                                                                                                                                                                    
2023-01-062023-01-06142023,1,1,1,1,1,1,1,20230106,20230106                                                                                                                                                                                                                                                                                                    
2023-01-072023-01-07142023,1,1,1,1,1,1,1,20230107,20230107                                                                                                                                                                                                                                                                                                    
2023-01-082023-01-08142023,1,1,1,1,1,1,1,20230108,20230108                                                                                                                                                                                                                                                                                                    
2023-01-092023-01-13142023,1,1,1,1,1,1,1,20230109,20230113                                                                                                                                                                                                                                                                                                    
2023-01-142023-01-14142023,1,1,1,1,1,1,1,20230114,20230114                                                                                                                                                                                                                                                                                                    
2023-01-152023-01-15142023,1,1,1,1,1,1,1,20230115,20230115                                                                                                                                                                                                                                                                                                    
2023-01-162023-01-20142023,1,1,1,1,1,1,1,20230116,20230120                                                                                                                                                                                                                                                                                                    
2023-01-212023-01-21142023,1,1,1,1,1,1,1,20230121,20230121                                                                                                                                                                                                                                                                                                    
2023-01-222023-01-22142023,1,1,1,1,1,1,1,20230122,20230122                                                                                                                                                                                                                                                                                                    
2023-01-232023-01-27142023,1,1,1,1,1,1,1,20230123,20230127                                                                                                                                                                                                                                                                                                    
2023-01-282023-01-28142023,1,1,1,1,1,1,1,20230128,20230128                                                                                                                                                                                                                                                                                                    
2023-01-292023-01-29142023,1,1,1,1,1,1,1,20230129,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-19142024,1,1,1,1,1,1,1,20221213,20221219                                                                                                                                                                                                                                                                                                    
2022-12-202022-12-25142024,1,1,1,1,1,1,1,20221220,20221225                                                                                                                                                                                                                                                                                                    
2022-12-262022-12-30142024,1,1,1,1,1,1,1,20221226,20221230                                                                                                                                                                                                                                                                                                    
2022-12-312023-01-01142024,1,1,1,1,1,1,1,20221231,20230101                                                                                                                                                                                                                                                                                                    
2023-01-022023-01-06142024,1,1,1,1,1,1,1,20230102,20230106                                                                                                                                                                                                                                                                                                    
2023-01-072023-01-29142024,1,1,1,1,1,1,1,20230107,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132022-12-29142091,1,1,1,1,1,1,1,20221213,20221229                                                                                                                                                                                                                                                                                                    
2022-12-302022-12-30142091,1,1,1,1,1,1,1,20221230,20221230                                                                                                                                                                                                                                                                                                    
2022-12-312023-01-04142091,1,1,1,1,1,1,1,20221231,20230104                                                                                                                                                                                                                                                                                                    
2023-01-052023-01-05142091,1,1,1,1,1,1,1,20230105,20230105                                                                                                                                                                                                                                                                                                    
2023-01-062023-01-29142091,1,1,1,1,1,1,1,20230106,20230129                                                                                                                                                                                                                                                                                                    
2022-12-132023-06-10143021,1,1,1,1,1,1,1,20221213,20230610                                                                                                                                                                                                                                                                                                    
2022-12-132023-06-10143041,1,1,1,1,1,1,1,20221213,20230610                                                                                                                                                                                                                                                                                                    
2022-12-162023-01-01144001,1,1,1,1,1,1,1,20221216,20230101                                                                                                                                                                                                                                                                                                    
2023-01-022023-01-08144001,1,1,1,1,1,1,1,20230102,20230108                                                                                                                                                                                                                                                                                                    
2023-01-092023-03-12144001,1,1,1,1,1,1,1,20230109,20230312                                                                                                                                                                                                                                                                                                    
2023-03-132023-03-19144001,1,1,1,1,1,1,1,20230313,20230319                                                                                                                                                                                                                                                                                                    
2023-03-202023-04-02144001,1,1,1,1,1,1,1,20230320,20230402                                                                                                                                                                                                                                                                                                    
2023-04-032023-04-09144001,1,1,1,1,1,1,1,20230403,20230409                                                                                                                                                                                                                                                                                                    
2023-04-102023-06-09144001,1,1,1,1,1,1,1,20230410,20230609                                                                                                                                                                                                                                                                                                    
2022-12-162023-01-01144011,1,1,1,1,1,1,1,20221216,20230101                                                                                                                                                                                                                                                                                                    
2023-01-022023-01-08144011,1,1,1,1,1,1,1,20230102,20230108                                                                                                                                                                                                                                                                                                    
2023-01-092023-03-12144011,1,1,1,1,1,1,1,20230109,20230312                                                                                                                                                                                                                                                                                                    
2023-03-132023-03-19144011,1,1,1,1,1,1,1,20230313,20230319                                                                                                                                                                                                                                                                                                    
