route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible                                                                                                                                                                                                                                                
3720060911VRX,2023-01-212023-01-21181812,1818122023-01-21,,18181,,,,1                                                                                                                                                                                                                                                                                         
3720060911VRX,2023-01-222023-01-22181812,1818122023-01-22,,18181,,,,1                                                                                                                                                                                                                                                                                         
3720060911VRX,2023-01-282023-01-28181812,1818122023-01-28,,18181,,,,1                                                                                                                                                                                                                                                                                         
3720060911VRX,2023-01-292023-01-29181812,1818122023-01-29,,18181,,,,1                                                                                                                                                                                                                                                                                         
3720060902VRX,2022-12-132022-12-23181813,1818132022-12-13,,18181,,,,2                                                                                                                                                                                                                                                                                         
3720060902VRX,2022-12-252022-12-30181813,1818132022-12-25,,18181,,,,2                                                                                                                                                                                                                                                                                         
3720060902VRX,2023-01-012023-01-29181813,1818132023-01-01,,18181,,,,2                                                                                                                                                                                                                                                                                         
6091137200VRX,2022-12-132022-12-25181831,1818312022-12-13,,18183,,,,1                                                                                                                                                                                                                                                                                         
6091137200VRX,2023-01-082023-02-28181831,1818312023-01-08,,18183,,,,1                                                                                                                                                                                                                                                                                         
6090237200VRX,2022-12-132022-12-24181832,1818322022-12-13,,18183,,,,2                                                                                                                                                                                                                                                                                         
6090237200VRX,2022-12-262022-12-31181832,1818322022-12-26,,18183,,,,2                                                                                                                                                                                                                                                                                         
6090237200VRX,2023-01-022023-02-28181832,1818322023-01-02,,18183,,,,2                                                                                                                                                                                                                                                                                         
6091137200VRX,2022-12-132022-12-24181833,1818332022-12-13,,18183,,,,1                                                                                                                                                                                                                                                                                         
6091137200VRX,2022-12-262022-12-30181833,1818332022-12-26,,18183,,,,1                                                                                                                                                                                                                                                                                         
6091137200VRX,2022-12-312022-12-31181833,1818332022-12-31,,18183,,,,1                                                                                                                                                                                                                                                                                         
6091137200VRX,2023-01-022023-01-06181833,1818332023-01-02,,18183,,,,1                                                                                                                                                                                                                                                                                         
6091137200VRX,2023-01-072023-02-28181833,1818332023-01-07,,18183,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2022-12-132023-06-10181841,1818412022-12-13,,18184,,,,1                                                                                                                                                                                                                                                                                         
7940065312VRE,2022-12-132023-06-10181891,1818912022-12-13,,18189,,,,1                                                                                                                                                                                                                                                                                         
1060014100VRE,2022-12-132023-03-31182111,1821112022-12-13,,18211,,,,1                                                                                                                                                                                                                                                                                         
1410010600VRE,2022-12-132023-03-31182121,1821212022-12-13,,18212,,,,1                                                                                                                                                                                                                                                                                         
1510014100VRE,2022-12-132023-03-31182141,1821412022-12-13,,18214,,,,1                                                                                                                                                                                                                                                                                         
1410015100VRE,2022-12-132023-03-31182151,1821512022-12-13,,18215,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-03-262023-04-06182501,1825012023-03-26,,18250,,,,2                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-072023-04-07182501,1825012023-04-07,,18250,,,,2                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-082023-04-09182501,1825012023-04-08,,18250,,,,2                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-102023-04-10182501,1825012023-04-10,,18250,,,,2                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-112023-04-30182501,1825012023-04-11,,18250,,,,2                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-05-012023-05-01182501,1825012023-05-01,,18250,,,,2                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-05-022023-06-10182501,1825012023-05-02,,18250,,,,2                                                                                                                                                                                                                                                                                         
7940065400VRE,2022-12-132022-12-25182511,1825112022-12-13,,18251,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2022-12-262023-01-01182511,1825112022-12-26,,18251,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-01-022023-01-08182511,1825112023-01-02,,18251,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-01-092023-04-02182511,1825112023-01-09,,18251,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-04-032023-04-09182511,1825112023-04-03,,18251,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-04-102023-04-16182511,1825112023-04-10,,18251,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-04-172023-04-30182511,1825112023-04-17,,18251,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-05-012023-05-07182511,1825112023-05-01,,18251,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-05-082023-06-09182511,1825112023-05-08,,18251,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2022-12-132022-12-25182521,1825212022-12-13,,18252,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2022-12-262023-01-01182521,1825212022-12-26,,18252,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-01-022023-01-08182521,1825212023-01-02,,18252,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-01-092023-04-02182521,1825212023-01-09,,18252,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-032023-04-09182521,1825212023-04-03,,18252,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-102023-04-16182521,1825212023-04-10,,18252,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-172023-04-30182521,1825212023-04-17,,18252,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-05-012023-05-07182521,1825212023-05-01,,18252,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-05-082023-06-04182521,1825212023-05-08,,18252,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2022-12-132022-12-25182531,1825312022-12-13,,18253,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2022-12-262023-01-01182531,1825312022-12-26,,18253,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-01-022023-01-08182531,1825312023-01-02,,18253,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-01-092023-04-02182531,1825312023-01-09,,18253,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-04-032023-04-09182531,1825312023-04-03,,18253,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-04-102023-04-16182531,1825312023-04-10,,18253,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-04-172023-04-30182531,1825312023-04-17,,18253,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-05-012023-05-07182531,1825312023-05-01,,18253,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-05-082023-06-10182531,1825312023-05-08,,18253,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2022-12-132022-12-25182541,1825412022-12-13,,18254,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2022-12-272023-01-05182541,1825412022-12-27,,18254,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-01-072023-04-06182541,1825412023-01-07,,18254,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-112023-04-30182541,1825412023-04-11,,18254,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-05-022023-06-10182541,1825412023-05-02,,18254,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2022-12-132022-12-25182551,1825512022-12-13,,18255,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2022-12-262023-01-01182551,1825512022-12-26,,18255,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-01-022023-01-08182551,1825512023-01-02,,18255,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-01-092023-04-02182551,1825512023-01-09,,18255,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-04-032023-04-09182551,1825512023-04-03,,18255,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-04-102023-04-16182551,1825512023-04-10,,18255,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-04-172023-04-30182551,1825512023-04-17,,18255,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-05-012023-05-07182551,1825512023-05-01,,18255,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2023-05-082023-06-09182551,1825512023-05-08,,18255,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2022-12-132023-06-10182561,1825612022-12-13,,18256,,,,1                                                                                                                                                                                                                                                                                         
7940065400VRE,2022-12-132023-06-10182591,1825912022-12-13,,18259,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2022-12-132022-12-25182601,1826012022-12-13,,18260,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2022-12-262023-01-01182601,1826012022-12-26,,18260,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-01-022023-01-08182601,1826012023-01-02,,18260,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-01-092023-04-02182601,1826012023-01-09,,18260,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-032023-04-09182601,1826012023-04-03,,18260,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-102023-04-16182601,1826012023-04-10,,18260,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-04-172023-04-30182601,1826012023-04-17,,18260,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-05-012023-05-07182601,1826012023-05-01,,18260,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRE,2023-05-082023-06-09182601,1826012023-05-08,,18260,,,,1                                                                                                                                                                                                                                                                                         
6540079400VRR,2022-12-132023-06-10182621,1826212022-12-13,,18262,,,,1                                                                                                                                                                                                                                                                                         
1060030110VRE,2022-12-132022-12-25183001,1830012022-12-13,,18300,,,,1                                                                                                                                                                                                                                                                                         
1060030110VRE,2022-12-272023-01-01183001,1830012022-12-27,,18300,,,,1                                                                                                                                                                                                                                                                                         
1060030110VRE,2023-01-032023-01-05183001,1830012023-01-03,,18300,,,,1                                                                                                                                                                                                                                                                                         
1060030110VRE,2023-01-072023-03-31183001,1830012023-01-07,,18300,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRE,2022-12-132023-03-31183021,1830212022-12-13,,18302,,,,1                                                                                                                                                                                                                                                                                         
1060030110VRX,2022-12-132023-03-31183041,1830412022-12-13,,18304,,,,1                                                                                                                                                                                                                                                                                         
3010014100VRX,2022-12-132023-03-31183061,1830612022-12-13,,18306,,,,1                                                                                                                                                                                                                                                                                         
1410030110VRX,2022-12-132023-03-31183081,1830812022-12-13,,18308,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2022-12-132022-12-25183101,1831012022-12-13,,18310,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2022-12-272023-01-01183101,1831012022-12-27,,18310,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2023-01-032023-01-05183101,1831012023-01-03,,18310,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2023-01-072023-03-31183101,1831012023-01-07,,18310,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRE,2022-12-132023-03-31183121,1831212022-12-13,,18312,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2022-12-132023-03-31183141,1831412022-12-13,,18314,,,,1                                                                                                                                                                                                                                                                                         
1060030110VRX,2022-12-132022-12-23183161,1831612022-12-13,,18316,,,,1                                                                                                                                                                                                                                                                                         
1060030110VRX,2022-12-252022-12-30183161,1831612022-12-25,,18316,,,,1                                                                                                                                                                                                                                                                                         
1060030110VRX,2023-01-012023-03-31183161,1831612023-01-01,,18316,,,,1                                                                                                                                                                                                                                                                                         
1060030110VRE,2022-12-132023-03-31183181,1831812022-12-13,,18318,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2022-12-132022-12-25183211,1832112022-12-13,,18321,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2022-12-272023-01-01183211,1832112022-12-27,,18321,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2023-01-032023-01-05183211,1832112023-01-03,,18321,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2023-01-072023-03-31183211,1832112023-01-07,,18321,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2022-12-132022-12-24183212,1832122022-12-13,,18321,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2022-12-262022-12-26183212,1832122022-12-26,,18321,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2022-12-272022-12-31183212,1832122022-12-27,,18321,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2023-01-022023-01-02183212,1832122023-01-02,,18321,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2023-01-062023-01-06183212,1832122023-01-06,,18321,,,,1                                                                                                                                                                                                                                                                                         
3120010600VRE,2023-01-072023-03-31183212,1832122023-01-07,,18321,,,,1                                                                                                                                                                                                                                                                                         
1060031200VRE,2022-12-132022-12-23183221,1832212022-12-13,,18322,,,,1                                                                                                                                                                                                                                                                                         
1060031200VRE,2022-12-252022-12-30183221,1832212022-12-25,,18322,,,,1                                                                                                                                                                                                                                                                                         
1060031200VRE,2023-01-012023-03-31183221,1832212023-01-01,,18322,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2022-12-132022-12-25183241,1832412022-12-13,,18324,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2022-12-262022-12-26183241,1832412022-12-26,,18324,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2022-12-272023-01-01183241,1832412022-12-27,,18324,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2023-01-022023-01-02183241,1832412023-01-02,,18324,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2023-01-062023-01-06183241,1832412023-01-06,,18324,,,,1                                                                                                                                                                                                                                                                                         
3010010600VRX,2023-01-072023-03-26183241,1832412023-01-07,,18324,,,,1                                                                                                                                                                                                                                                                                         
3760660400VRX,2022-12-132022-12-24183311,1833112022-12-13,,18331,,,,1                                                                                                                                                                                                                                                                                         
3760660400VRX,2022-12-262022-12-31183311,1833112022-12-26,,18331,,,,1                                                                                                                                                                                                                                                                                         
3760660400VRX,2023-01-022023-02-28183311,1833112023-01-02,,18331,,,,1                                                                                                                                                                                                                                                                                         
3750060400VRX,2022-12-252022-12-25183312,1833122022-12-25,,18331,,,,1                                                                                                                                                                                                                                                                                         
3750060400VRX,2023-01-012023-01-01183312,1833122023-01-01,,18331,,,,1                                                                                                                                                                                                                                                                                         
6720071100VRR,2022-12-132022-12-18185001,1850012022-12-13,,18500,,,,1                                                                                                                                                                                                                                                                                         
6720071100VRR,2022-12-192023-01-01185001,1850012022-12-19,,18500,,,,1                                                                                                                                                                                                                                                                                         
6720071100VRR,2023-01-022023-06-10185001,1850012023-01-02,,18500,,,,1                                                                                                                                                                                                                                                                                         
6130771100VRX,2022-12-132022-12-17185041,1850412022-12-13,,18504,,,,1                                                                                                                                                                                                                                                                                         
